,Unnamed: 0,url,book,author
347,347,http://lib.ru/PROZA/../NEWPROZA/SHMUKLER/,Шмуклер Юлия,Русская проза 90-х годов
348,348,http://lib.ru/PROZA/../NEWPROZA/http://lit.lib.ru/s/shtejman_b_e/,Штейман Борис,Русская проза 90-х годов
349,349,http://lib.ru/PROZA/../NEWPROZA/SHULYAK_S/,Шуляк Станислав,Русская проза 90-х годов
350,350,http://lib.ru/PROZA/../NEWPROZA/http://lit.lib.ru/s/shumak_n_n/,Шумак Наталья,Русская проза 90-х годов
351,351,http://lib.ru/PROZA/../NEWPROZA/http://lit.lib.ru/s/shekalew_j_w/,Щекал?в Юрий,Русская проза 90-х годов
352,352,http://lib.ru/PROZA/../NEWPROZA/ETERMAN/,Этерман Александр,Русская проза 90-х годов
353,353,http://lib.ru/PROZA/../NEWPROZA/YAKOWLEW_L/,Яковлев Лео,Русская проза 90-х годов
354,354,http://lib.ru/PROZA/../NEWPROZA/http://lit.lib.ru/j/jarmolinec_w_a/,Ярмолинец Вадим,Русская проза 90-х годов
355,355,http://lib.ru/PROZA/../NEWPROZA/../PROZA/,РУССКАЯ СОВРЕМЕННАЯ ПРОЗА,Русская проза 90-х годов
356,356,http://lib.ru/PROZA/../NEWPROZA/http://samlib.ru/,"ЛИТЕРАТУРНЫЙ ЖУРНАЛ ""САМИЗДАТ""",Русская проза 90-х годов
0,0,http://lib.ru/TALES/BZHEHWA/ak_pk.txt,Академия пана Кляксы,Ян Бжехва
1,1,http://lib.ru/TALES/BZHEHWA/put_pk.txt,Путешествия пана Кляксы,Ян Бжехва
0,0,http://lib.ru/TALES/../RODARI/bluearow.txt,Путешествие Голубой Стрелы,Джанни Родари
1,1,http://lib.ru/TALES/../RODARI/chipolin.txt,Приключения Чиполлино,Джанни Родари
2,2,http://lib.ru/TALES/../RODARI/10kgmoon.txt,Десять килограммов Луны,Джанни Родари
3,3,http://lib.ru/TALES/../RODARI/errors.txt,Какие бывают ашибки,Джанни Родари
4,4,http://lib.ru/TALES/../RODARI/geepintv.txt,Джип в телевизоре,Джанни Родари
5,5,http://lib.ru/TALES/../RODARI/jelsom_1.txt,Джельсомино в Стране Лгунов,Джанни Родари
6,6,http://lib.ru/TALES/../RODARI/jelsom_2.txt,Джельсомино в Стране Лжецов,Джанни Родари
7,7,http://lib.ru/TALES/../RODARI/miss_unv.txt,Мисс Вселенная с темно-зелеными глазами,Джанни Родари
8,8,http://lib.ru/TALES/../RODARI/newyear.txt,Планета новогодних елок,Джанни Родари
9,9,http://lib.ru/TALES/../RODARI/phontale.txt,Сказки по телефону,Джанни Родари
10,10,http://lib.ru/TALES/../RODARI/romefant.txt,Римские фантазии,Джанни Родари
11,11,http://lib.ru/TALES/../RODARI/skycake.txt,Торт в небе,Джанни Родари
12,12,http://lib.ru/TALES/../RODARI/tale3end.txt,"Сказки, у которых три конца",Джанни Родари
13,13,http://lib.ru/TALES/../RODARI/00-67.txt,Маги на стадионе,Джанни Родари
14,14,http://lib.ru/TALES/../RODARI/00-82.txt,Сиренида,Джанни Родари
15,15,http://lib.ru/TALES/../RODARI/01-77.txt,Гвидоберто и этруски,Джанни Родари
16,16,http://lib.ru/TALES/../RODARI/27-21.txt,"Робот, которому захотелось спать",Джанни Родари
0,0,http://lib.ru/INPROZ/KERUAK/podzemnye.txt,Подземные (пер.М.Немцов),Керуак Джек
1,1,http://lib.ru/INPROZ/KERUAK/dharma.txt,Бродяги Дхармы (пер.А.Герасимова),Керуак Джек
2,2,http://lib.ru/INPROZ/KERUAK/angels.txt,Ангелы одиночества (пер.М.Шараев),Керуак Джек
3,3,http://lib.ru/INPROZ/KERUAK/bigsir_engl.txt,Биг Сир (engl),Керуак Джек
4,4,http://lib.ru/INPROZ/KERUAK/bigsir.txt,Биг Сюр (пер.Н.Шилова),Керуак Джек
5,5,http://lib.ru/INPROZ/KERUAK/http://www.vladivostok.com/Speaking_In_Tongues/JACK.HTM,"Джек Керуак в ""Лавке языков""",Керуак Джек
6,6,http://lib.ru/INPROZ/KERUAK/http://www.umka.ru/liter/dharma02.html,"Джек Керуак на сайте ""Умка и Броневичок""",Керуак Джек
7,7,http://lib.ru/INPROZ/KERUAK/http://www.sensi.org/~misha/translations/angels.html,Джек Керуак у Миши Шараева,Керуак Джек
8,8,http://lib.ru/INPROZ/KERUAK/http://www.sensi.org/~misha/translations/beat/beat.html,Михаил Шараев: Переводы битников,Керуак Джек
9,9,http://lib.ru/INPROZ/KERUAK/http://www.fiction-9.narod.ru,Джек Керуак на сайте www.fiction-9.narod.ru,Керуак Джек
0,0,http://lib.ru/TALES/NESBIT/feniks.txt,Феникс и ковер,Эдит Несбит
1,1,http://lib.ru/TALES/NESBIT/wolshebstwo.txt,Мокрое волшебство,Эдит Несбит
2,2,http://lib.ru/TALES/NESBIT/http://www.harrytale.h1.ru/fables.html,"Эдит Несбит на сайте ""Народный перевод Гарри Поттера""",Эдит Несбит
0,0,http://lib.ru/PROZA/POLEWOJ/chelowek.txt,Повесть о настоящем человеке,Полевой Борис
1,1,http://lib.ru/PROZA/POLEWOJ/gold.txt,Золото,Полевой Борис
2,2,http://lib.ru/PROZA/POLEWOJ/opera.txt,"Опера Сергея Прокофьева ""Повесть о настоящем человеке""",Полевой Борис
3,3,http://lib.ru/PROZA/POLEWOJ/http://www.belcanto.ru/povest.html,"С.С.Прокофьев ""Повесть о настоящем человеке"". Либрето",Полевой Борис
4,4,http://lib.ru/PROZA/POLEWOJ/http://predanie.ru/prokofev-sergey-sergeevich/opera-povest-o-nastoyaschem-cheloveke/,"С.С.Прокофьев. Опера в трех актах ""Повесть о настоящем человеке""",Полевой Борис
0,0,http://lib.ru/INPROZ/SHOU_I/bg1_2.txt,"Богач, бедняк (ч.1,2) (пер.Л.Каневский)",Шоу Ирвин
1,1,http://lib.ru/INPROZ/SHOU_I/bg3.txt,"Богач, бедняк (ч.3,4) (пер.Л.Каневский)",Шоу Ирвин
2,2,http://lib.ru/INPROZ/SHOU_I/younglio.txt,Молодые львы,Шоу Ирвин
3,3,http://lib.ru/INPROZ/SHOU_I/bog_byl.txt,"Бог здесь был, но долго не задержался",Шоу Ирвин
4,4,http://lib.ru/INPROZ/SHOU_I/r_irvin-10.txt,Девушки в летних платьях,Шоу Ирвин
5,5,http://lib.ru/INPROZ/SHOU_I/welcome.txt,Добро пожаловать в город!,Шоу Ирвин
6,6,http://lib.ru/INPROZ/SHOU_I/pensive.txt,"Задумчивая, мило оживленная",Шоу Ирвин
7,7,http://lib.ru/INPROZ/SHOU_I/ir-30.txt,Зеленая Ню,Шоу Ирвин
8,8,http://lib.ru/INPROZ/SHOU_I/lghround.txt,Круг света,Шоу Ирвин
9,9,http://lib.ru/INPROZ/SHOU_I/love.txt,Любовь на темной улице,Шоу Ирвин
10,10,http://lib.ru/INPROZ/SHOU_I/lucycrow.txt,Люси Краун,Шоу Ирвин
11,11,http://lib.ru/INPROZ/SHOU_I/bremen.txt,"Матрос с ""Бремена""",Шоу Ирвин
12,12,http://lib.ru/INPROZ/SHOU_I/r_irvin-7.txt,Рывок на восемьдесят ярдов,Шоу Ирвин
13,13,http://lib.ru/INPROZ/SHOU_I/r_irvin-9.txt,Основные тенденции американской идеи,Шоу Ирвин
14,14,http://lib.ru/INPROZ/SHOU_I/r_irvin-14.txt,Возвращение в Канзас-сити,Шоу Ирвин
15,15,http://lib.ru/INPROZ/SHOU_I/r_irvin-12.txt,Монумент,Шоу Ирвин
16,16,http://lib.ru/INPROZ/SHOU_I/r_irvin-18.txt,Как принято во Франции,Шоу Ирвин
17,17,http://lib.ru/INPROZ/SHOU_I/alafrnch.txt,На французский манер,Шоу Ирвин
18,18,http://lib.ru/INPROZ/SHOU_I/gunner.txt,Одиссея стрелка,Шоу Ирвин
19,19,http://lib.ru/INPROZ/SHOU_I/r_irvin-17.txt,Пикантная история,Шоу Ирвин
20,20,http://lib.ru/INPROZ/SHOU_I/mannikon.txt,Раствор Мэнникона,Шоу Ирвин
21,21,http://lib.ru/INPROZ/SHOU_I/sunlethe.txt,Солнечные берега реки Леты,Шоу Ирвин
22,22,http://lib.ru/INPROZ/SHOU_I/m_jokey.txt,Ставка на мертвого жокея,Шоу Ирвин
23,23,http://lib.ru/INPROZ/SHOU_I/stake.txt,Ставка на мертвого жокея,Шоу Ирвин
24,24,http://lib.ru/INPROZ/SHOU_I/r_irvin-16.txt,Ошибка мертвого жокея,Шоу Ирвин
25,25,http://lib.ru/INPROZ/SHOU_I/chldfate.txt,Судьбы наших детей,Шоу Ирвин
26,26,http://lib.ru/INPROZ/SHOU_I/three.txt,Тогда нас было трое,Шоу Ирвин
27,27,http://lib.ru/INPROZ/SHOU_I/r_irvin-11.txt,"Я искал тебя, искал",Шоу Ирвин
28,28,http://lib.ru/INPROZ/SHOU_I/r_irvin-19.txt,Питер Второй,Шоу Ирвин
29,29,http://lib.ru/INPROZ/SHOU_I/r_irvin-2.txt,Неслышные голоса,Шоу Ирвин
30,30,http://lib.ru/INPROZ/SHOU_I/r_irvin-20.txt,Век здравомыслия,Шоу Ирвин
31,31,http://lib.ru/INPROZ/SHOU_I/r_irvin-23.txt,Солнечные берега реки Леты,Шоу Ирвин
32,32,http://lib.ru/INPROZ/SHOU_I/r_irvin-3.txt,Неудачная суббота,Шоу Ирвин
33,33,http://lib.ru/INPROZ/SHOU_I/r_irvin-4.txt,"Бог был здесь, но уже ушел",Шоу Ирвин
34,34,http://lib.ru/INPROZ/SHOU_I/irvin-34.txt,Предайте павших земле,Шоу Ирвин
0,0,http://lib.ru/INPROZ/ROBERTSON_M/titan.txt,"Тщета, или крушение ""Титана""",Робертсон Морган
0,0,http://lib.ru/NEWPROZA/KOZLOWA_M/arboretum.txt,Arboretum,Козлова Марина
0,0,http://lib.ru/INPROZ/../PRISTLI/jun31.txt,31 июня,Пристли Джон Бойтон
1,1,http://lib.ru/INPROZ/../PRISTLI/conways.txt,Время и семья Конвей,Пристли Джон Бойтон
2,2,http://lib.ru/INPROZ/../PRISTLI/geroj.txt,Герой-чудотворец,Пристли Джон Бойтон
3,3,http://lib.ru/INPROZ/../PRISTLI/villers.txt,Дженни Вильерс,Пристли Джон Бойтон
4,4,http://lib.ru/INPROZ/../PRISTLI/othplace.txt,Другое Место,Пристли Джон Бойтон
5,5,http://lib.ru/INPROZ/../PRISTLI/unclphil.txt,Дядя Фил и телевизор,Пристли Джон Бойтон
6,6,http://lib.ru/INPROZ/../PRISTLI/gretley.txt,Затемнение в Грэтли,Пристли Джон Бойтон
7,7,http://lib.ru/INPROZ/../PRISTLI/demnking.txt,Король демонов,Пристли Джон Бойтон
8,8,http://lib.ru/INPROZ/../PRISTLI/my_debut.txt,Мой дебют в опере,Пристли Джон Бойтон
9,9,http://lib.ru/INPROZ/../PRISTLI/dangerou.txt,Опасный поворот,Пристли Джон Бойтон
10,10,http://lib.ru/INPROZ/../PRISTLI/lidingtn.txt,Случай в Лидингтоне,Пристли Джон Бойтон
11,11,http://lib.ru/INPROZ/../PRISTLI/2a-18.txt,Дженни Вильерс,Пристли Джон Бойтон
0,0,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/pharaon.txt,Фараон,Прус Болеслав
1,1,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/kukla.txt,Кукла,Прус Болеслав
2,2,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/anelka.txt,Анелька,Прус Болеслав
3,3,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/antek.txt,Антек,Прус Болеслав
4,4,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/drfil.txt,Доктор философии в провинции,Прус Болеслав
5,5,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/dvilach.txt,Дворец и лачуга,Прус Болеслав
6,6,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/editor.txt,Затруднения редактора,Прус Болеслав
7,7,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/ehomuz.txt,Эхо музыки,Прус Болеслав
8,8,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/error.txt,Ошибка,Прус Болеслав
9,9,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/forpost.txt,Форпост,Прус Болеслав
10,10,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/golosa.txt,Голоса прошлого,Прус Болеслав
11,11,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/grehi.txt,Грехи детства,Прус Болеслав
12,12,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/kanikuly.txt,На каникулах,Прус Болеслав
13,13,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/mihalko.txt,Михалко,Прус Болеслав
14,14,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/obrasch.txt,Обращенный,Прус Болеслав
15,15,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/primiren.txt,Примирение,Прус Болеслав
16,16,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/proklyat.txt,Проклятое счастье,Прус Болеслав
17,17,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/saxonsad.txt,Саксонский сад,Прус Болеслав
18,18,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/sharman.txt,Шарманка,Прус Болеслав
19,19,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/sirdolya.txt,Сиротская доля,Прус Болеслав
20,20,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/sochelnk.txt,Сочельник,Прус Болеслав
21,21,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/stas.txt,Приключение стася,Прус Болеслав
22,22,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/teni.txt,Тени,Прус Болеслав
23,23,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/vozvolna.txt,Возвратная волна,Прус Болеслав
24,24,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/zhilec.txt,Жилец с чердака,Прус Болеслав
25,25,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/zhilet.txt,Жилет,Прус Болеслав
26,26,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/emancip.txt,Эмансипированные женщины,Прус Болеслав
27,27,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/bprus.txt,Eлена Цыбенко. Болеслав Прус,Прус Болеслав
0,0,http://lib.ru/POEEAST/MARCIAL/marzial1_1.txt,Эпиграммы,Марциал
0,0,http://lib.ru/INPROZ/TUWIM/ironich_proza.txt,Ироническая проза,Тувим Юлиан
0,0,http://lib.ru/RUFANT/GAMOW_G/gamov.txt,Приключения Мистера Томпкинса,Гамов Георгий
0,0,http://lib.ru/NEWPROZA/NAUMENKO/r_moloko.txt,Заварное Молоко,Науменко Майк
1,1,http://lib.ru/NEWPROZA/NAUMENKO/../../KSP/zoopark.txt,"""Зоопарк"". Песни",Науменко Майк
2,2,http://lib.ru/NEWPROZA/NAUMENKO/http://www.mike-zoo.kiev.ua,http://www.mike-zoo.kiev.ua,Науменко Майк
3,3,http://lib.ru/NEWPROZA/NAUMENKO/http://www.remike.spb.ru/news.html,"Сайт о Майке Науменко ""ReMike""",Науменко Майк
0,0,http://lib.ru/INPROZ/FARINIA_R/farinabeenfinal.txt,"Если очень долго падать, можно выбраться наверх",Фаринья Ричард
0,0,http://lib.ru/NEWPROZA/NETREBO/doctor.txt,Черный доктор,Нетребо Леонид
1,1,http://lib.ru/NEWPROZA/NETREBO/pangody.txt,Пангоды,Нетребо Леонид
2,2,http://lib.ru/NEWPROZA/NETREBO/rasskazy.txt,Рассказы,Нетребо Леонид
3,3,http://lib.ru/NEWPROZA/NETREBO/midii.txt,Мидии не родят жемчуг,Нетребо Леонид
4,4,http://lib.ru/NEWPROZA/NETREBO/chochly.txt,Хохлы позорные,Нетребо Леонид
5,5,http://lib.ru/NEWPROZA/NETREBO/gorky.txt,Горький виноград,Нетребо Леонид
6,6,http://lib.ru/NEWPROZA/NETREBO/gospoda.txt,Господа офицера,Нетребо Леонид
7,7,http://lib.ru/NEWPROZA/NETREBO/ikebana.txt,Икебана,Нетребо Леонид
8,8,http://lib.ru/NEWPROZA/NETREBO/imidg.txt,Имидж,Нетребо Леонид
9,9,http://lib.ru/NEWPROZA/NETREBO/vozmogny.txt,Возможны варианты,Нетребо Леонид
10,10,http://lib.ru/NEWPROZA/NETREBO/vytrezvitel.txt,Вытрезвитель,Нетребо Леонид
11,11,http://lib.ru/NEWPROZA/NETREBO/zagorelaja.txt,Загорелая звезда,Нетребо Леонид
12,12,http://lib.ru/NEWPROZA/NETREBO/zlatoust.txt,Златоуст,Нетребо Леонид
13,13,http://lib.ru/NEWPROZA/NETREBO/http://netrebo.narod.ru,Леонид Нетребо: home page,Нетребо Леонид
0,0,http://lib.ru/SOCFANT/TORUN/2a-13.txt,Тест,Дарослав Торунь
1,1,http://lib.ru/SOCFANT/TORUN/2a-14.txt,История с нетипичным концом,Дарослав Торунь
0,0,http://lib.ru/PROZA/KRIWIN/kriv06.txt,Аксиомы,Кривин Феликс
1,1,http://lib.ru/PROZA/KRIWIN/kriv04.txt,БИФы,Кривин Феликс
2,2,http://lib.ru/PROZA/KRIWIN/kriv34.txt,Бумажная роза,Кривин Феликс
3,3,http://lib.ru/PROZA/KRIWIN/kriv26.txt,Дух Наполеона,Кривин Феликс
4,4,http://lib.ru/PROZA/KRIWIN/kriv16.txt,Еду в Самарканд,Кривин Феликс
5,5,http://lib.ru/PROZA/KRIWIN/kriv01.txt,Жили-были три гуся,Кривин Феликс
6,6,http://lib.ru/PROZA/KRIWIN/kriv02.txt,Из записок Кощея Бессмертного,Кривин Феликс
7,7,http://lib.ru/PROZA/KRIWIN/kriv13.txt,Изобретатель Вечности,Кривин Феликс
8,8,http://lib.ru/PROZA/KRIWIN/knigolub.txt,Исповедь книголюба,Кривин Феликс
9,9,http://lib.ru/PROZA/KRIWIN/kriv07.txt,Карета прошлого,Кривин Феликс
10,10,http://lib.ru/PROZA/KRIWIN/kriv11.txt,Конец жанра,Кривин Феликс
11,11,http://lib.ru/PROZA/KRIWIN/kriv29.txt,Мелочи жизни,Кривин Феликс
12,12,http://lib.ru/PROZA/KRIWIN/kriv23.txt,Обед. Ужин,Кривин Феликс
13,13,http://lib.ru/PROZA/KRIWIN/kriv03.txt,"Пан Пратхавец, рыцарь на белом коне",Кривин Феликс
14,14,http://lib.ru/PROZA/KRIWIN/kriv27.txt,Передача мыслей на расстояние и обратно,Кривин Феликс
15,15,http://lib.ru/PROZA/KRIWIN/misc.txt,Питекантропы,Кривин Феликс
16,16,http://lib.ru/PROZA/KRIWIN/kriv25.txt,Повод для молчания,Кривин Феликс
17,17,http://lib.ru/PROZA/KRIWIN/kriv31.txt,Полусказки,Кривин Феликс
18,18,http://lib.ru/PROZA/KRIWIN/kriv15.txt,Притчи о жизни,Кривин Феликс
19,19,http://lib.ru/PROZA/KRIWIN/kriv14.txt,Пришельцы,Кривин Феликс
20,20,http://lib.ru/PROZA/KRIWIN/kriv32.txt,Проза в стихах,Кривин Феликс
21,21,http://lib.ru/PROZA/KRIWIN/kriv08.txt,Простые рассказы,Кривин Феликс
22,22,http://lib.ru/PROZA/KRIWIN/kriv12.txt,Район деревни Старокопытовки,Кривин Феликс
23,23,http://lib.ru/PROZA/KRIWIN/kriv20.txt,Рыженбах из Мозжечка,Кривин Феликс
24,24,http://lib.ru/PROZA/KRIWIN/kriv33.txt,Сказки с моралью,Кривин Феликс
25,25,http://lib.ru/PROZA/KRIWIN/kriv05.txt,Среда обитания,Кривин Феликс
26,26,http://lib.ru/PROZA/KRIWIN/kriv22.txt,Стена,Кривин Феликс
27,27,http://lib.ru/PROZA/KRIWIN/kriv18.txt,"Упрагор, или Сказание о Калашникове",Кривин Феликс
28,28,http://lib.ru/PROZA/KRIWIN/kriv19.txt,Ушельцы,Кривин Феликс
29,29,http://lib.ru/PROZA/KRIWIN/kriv10.txt,Фантастика-буфф,Кривин Феликс
30,30,http://lib.ru/PROZA/KRIWIN/kriv17.txt,Хвост павлина,Кривин Феликс
31,31,http://lib.ru/PROZA/KRIWIN/kriv28.txt,"Ходить - ходьба, судить - судьба",Кривин Феликс
32,32,http://lib.ru/PROZA/KRIWIN/kriv35.txt,Чернильница изучает жизнь,Кривин Феликс
33,33,http://lib.ru/PROZA/KRIWIN/kriv09.txt,Чуть длиннее молчания,Кривин Феликс
34,34,http://lib.ru/PROZA/KRIWIN/kriv30.txt,Чуть-чуть лирики,Кривин Феликс
35,35,http://lib.ru/PROZA/KRIWIN/kriv24.txt,Экспонат 212,Кривин Феликс
36,36,http://lib.ru/PROZA/KRIWIN/kriv21.txt,Я угнал Машину Времени,Кривин Феликс
37,37,http://lib.ru/PROZA/KRIWIN/../../ANEKDOTY/kriwin.txt,Ученые сказки,Кривин Феликс
38,38,http://lib.ru/PROZA/KRIWIN/r_distrofiki.txt,Дистрофики,Кривин Феликс
39,39,http://lib.ru/PROZA/KRIWIN/olimp.txt,Человек на Олимпе,Кривин Феликс
0,0,http://lib.ru/PROZA/DUBROWSKIJ_E/spring.txt,Лесной шум ()Ў,Дубровский Евгений
0,0,http://lib.ru/NEWPROZA/RONSHIN/r_hristolubow.txt,Разговоры Христолюбова с ламповым приемником 1957 года выпуска,Роньшин Валерий
0,0,http://lib.ru/INPROZ/BROWER/white_move.txt,Ход белых,Брауэр Уильям
0,0,http://lib.ru/RUSSLIT/SMELEW/chasha.txt,Неупиваемая чаша,Шмелев Иван
1,1,http://lib.ru/RUSSLIT/SMELEW/shmelev_letters.txt,Переписка,Шмелев Иван
2,2,http://lib.ru/RUSSLIT/SMELEW/shmelev_sun.txt,Солнце мертвых,Шмелев Иван
3,3,http://lib.ru/RUSSLIT/SMELEW/leto.txt,Лето Господне,Шмелев Иван
4,4,http://lib.ru/RUSSLIT/SMELEW/restoran.txt,Человек из ресторана,Шмелев Иван
5,5,http://lib.ru/RUSSLIT/SMELEW/about.txt,Олег Михайлов. Об Иване Шмелеве (1873--1950),Шмелев Иван
0,0,http://lib.ru/INOFANT/CARD/ender_2.txt,"2. Голос тех, кого нет","Кард, Орсон Скотт"
1,1,http://lib.ru/INOFANT/CARD/ender_3.txt,3. Ксеноцид,"Кард, Орсон Скотт"
2,2,http://lib.ru/INOFANT/CARD/columbus.txt,Искупление Христофора Колумба,"Кард, Орсон Скотт"
3,3,http://lib.ru/INOFANT/CARD/7son.txt,1. Седьмой сын (пер.М.Шараев),"Кард, Орсон Скотт"
4,4,http://lib.ru/INOFANT/CARD/alvin1.txt,1. Седьмой сын (пер.А.Жикаренцев),"Кард, Орсон Скотт"
5,5,http://lib.ru/INOFANT/CARD/alvin2.txt,2. Краснокожий пророк (пер.А.Жикаренцев),"Кард, Орсон Скотт"
6,6,http://lib.ru/INOFANT/CARD/alvin3.txt,3. Подмастерье Элвин (пер.А.Жикаренцев),"Кард, Орсон Скотт"
7,7,http://lib.ru/INOFANT/CARD/deaths.txt,Тысяча смертей,"Кард, Орсон Скотт"
8,8,http://lib.ru/INOFANT/CARD/sonata.txt,Соната без сопровождения,"Кард, Орсон Скотт"
9,9,http://lib.ru/INOFANT/CARD/oko.txt,Око за око,"Кард, Орсон Скотт"
10,10,http://lib.ru/INOFANT/CARD/http://www.hatrack.com/,Orson Scott Card's home page,"Кард, Орсон Скотт"
0,0,http://lib.ru/PROZA/KARPOW_W/zhiwym.txt,Взять живым,Карпов Владимир
1,1,http://lib.ru/PROZA/KARPOW_W/zhukow.txt,"Маршал Жуков, его соратники и противники в годы войны и мира (книга 1)",Карпов Владимир
2,2,http://lib.ru/PROZA/KARPOW_W/../../MEMUARY/ZHUKOW/,Маршал Жуков,Карпов Владимир
0,0,http://lib.ru/FILOSOF/SIORANiskushenie.txt,Искушение существованием,Сиоран
0,0,http://lib.ru/NEWPROZA/GORCHEW/all_krasota.txt,Красота,Горчев Дмитрий
1,1,http://lib.ru/NEWPROZA/GORCHEW/all_bad.txt,Мерзость,Горчев Дмитрий
2,2,http://lib.ru/NEWPROZA/GORCHEW/http://gorchev.lib.ru/,Дмитрий Горчев: home page,Горчев Дмитрий
3,3,http://lib.ru/NEWPROZA/GORCHEW/http://dimkin.livejournal.com/,Дмитрий Горчев: ЖЖ,Горчев Дмитрий
0,0,http://lib.ru/RUFANT/GORBOWSKIJ/somestep.txt,Иная ступень,Горбовский Александр
0,0,http://lib.ru/INPROZ/TEKKEREJ/bal.txt,"""Польский бал"" в изложении одной светской даны",Теккерей Уильям
1,1,http://lib.ru/INPROZ/TEKKEREJ/barry.txt,"Записки Барри Линдона, эсквайра, писанные им самим",Теккерей Уильям
2,2,http://lib.ru/INPROZ/TEKKEREJ/boots.txt,Роковые сапоги,Теккерей Уильям
3,3,http://lib.ru/INPROZ/TEKKEREJ/catherine.txt,Кэтрин,Теккерей Уильям
4,4,http://lib.ru/INPROZ/TEKKEREJ/diary.txt,Дневник Кокса,Теккерей Уильям
5,5,http://lib.ru/INPROZ/TEKKEREJ/dickens.txt,Диккенс во Франции,Теккерей Уильям
6,6,http://lib.ru/INPROZ/TEKKEREJ/duval.txt,Дени Дюваль,Теккерей Уильям
7,7,http://lib.ru/INPROZ/TEKKEREJ/ezhe.txt,О наших ежегодниках,Теккерей Уильям
8,8,http://lib.ru/INPROZ/TEKKEREJ/filding.txt,Сочинения Фильдинга,Теккерей Уильям
9,9,http://lib.ru/INPROZ/TEKKEREJ/kazn.txt,Как из казни устраивают зрелище,Теккерей Уильям
10,10,http://lib.ru/INPROZ/TEKKEREJ/krylo.txt,"""Вороново крыло""",Теккерей Уильям
11,11,http://lib.ru/INPROZ/TEKKEREJ/legend.txt,Рейнская легенда,Теккерей Уильям
12,12,http://lib.ru/INPROZ/TEKKEREJ/meeting1.txt,Митинг на Кеннингтон-Коммон,Теккерей Уильям
13,13,http://lib.ru/INPROZ/TEKKEREJ/meeting2.txt,Чартистский митинг,Теккерей Уильям
14,14,http://lib.ru/INPROZ/TEKKEREJ/notes.txt,"Из ""Заметок о разных разностях""",Теккерей Уильям
15,15,http://lib.ru/INPROZ/TEKKEREJ/p_letters.txt,Парижские письма,Теккерей Уильям
16,16,http://lib.ru/INPROZ/TEKKEREJ/pictures.txt,Картинки жизни и нравов,Теккерей Уильям
17,17,http://lib.ru/INPROZ/TEKKEREJ/razmyshlenia.txt,Размышления по поводу истории разбойников,Теккерей Уильям
18,18,http://lib.ru/INPROZ/TEKKEREJ/rose_rng.txt,"Кольцо и роза, или история принца Обалду и принца Перекориля",Теккерей Уильям
19,19,http://lib.ru/INPROZ/TEKKEREJ/sochinit.txt,Модная сочинительница,Теккерей Уильям
20,20,http://lib.ru/INPROZ/TEKKEREJ/wife.txt,Жена Денниса Хаггарти,Теккерей Уильям
21,21,http://lib.ru/INPROZ/TEKKEREJ/zrel.txt,Лондонские зрелища,Теккерей Уильям
22,22,http://lib.ru/INPROZ/TEKKEREJ/fairy.txt,Ярмарка тщеславия,Теккерей Уильям
23,23,http://lib.ru/INPROZ/TEKKEREJ/tekkerei_stihi.txt,Стихотворения,Теккерей Уильям
24,24,http://lib.ru/INPROZ/TEKKEREJ/tekkerei5.txt,"История Пенденниса, его удач и злоключений, его друзей и его злейшего врага",Теккерей Уильям
25,25,http://lib.ru/INPROZ/TEKKEREJ/tekkerei6.txt,"История Пенденниса, его удач и злоключений, его друзей и его злейшего врага",Теккерей Уильям
26,26,http://lib.ru/INPROZ/TEKKEREJ/tekkerei_blue.txt,Призрак синей бороды,Теккерей Уильям
27,27,http://lib.ru/INPROZ/TEKKEREJ/tekkerei_kongriv.txt,Уильям Теккерей. Конгрив (Английские юмористы XVIII века),Теккерей Уильям
28,28,http://lib.ru/INPROZ/TEKKEREJ/tekkerei_izyskania.txt,Воспоминания. Библиографические Разыскания,Теккерей Уильям
